Label,Tweet
1,"RT @10News: Amid coronavirus outbreak, thousands of Hong Kong medical workers strike again, calling for closure of Chinese border https://t"
1,"RT @10News: Amid coronavirus outbreak, thousands of Hong Kong medical workers strike again, calling for closure of Chinese border https://t"
1,RT @AJEnglish: Why anger over the Hong Kong government's handling of the #coronavirus outbreak could unite ordinary people across the polit
1,RT @AJEnglish: Why anger over the Hong Kong government's handling of the #coronavirus outbreak could unite ordinary people across the polit
1,RT @CaraotaDigital: Temen lo peor: mdicos de Hong Kong exigieron el cierre de las frontera con China para evitar la propagacin del corona
1,RT @ChannelNewsAsia: Hong Kong medical workers strike to urge closure of China border to block virus https://t.co/oR0MxgjvTr https://t.co/0
1,"RT @globalnews: More than 2,000 hospital workers went on strike in Hong Kong -- demanding that the border with mainland China be shut to wa"
1,RT @Independent: Hong Kong hospital workers strike for a second day to demand closure of China border amid coronavirus crisis https://t.co/
1,"RT @MailOnline: 2,400 medical workers go on strike in Hong Kong to demand the government shuts its border with China to stop #coronavirus h"
1,"RT @nytimesworld: More than 2,500 medical workers went on strike  in Hong Kong on Monday, arguing that the city risked a widespread outbrea"
1,RT @nytimesworld: Top officials in Southeast Asian countries dependent on China have played down the threat of the coronavirus and shied aw
1,"RT @ABC: Hundreds of Hong Kong hospital workers went on strike, demanding the government shutter all borders with mainland China as the cou"
1,"RT @ABC: Hundreds of Hong Kong hospital workers went on strike, demanding the government shutter all borders with mainland China as the cou"
1,"RT @AFP: Hong Kong medical workers strike, demanding the city close its border with China to reduce the #coronavirus spreading   https://t."
1,RT @AJEnglish: Why anger over the Hong Kong government's handling of the #coronavirus outbreak could unite ordinary people across the polit
1,RT @alfonslopeztena: Hundreds of Hong Kong medical workers strike to demand the city close its border with China to reduce the coronavirus
1,RT @alfonslopeztena: Hundreds of Hong Kong medical workers strike to demand the city close its border with China to reduce the coronavirus
1,RT @alfonslopeztena: Hundreds of Hong Kong medical workers strike to demand the city close its border with China to reduce the coronavirus
1,RT @CNN: This Wuhan doctor was targeted by police for trying to blow the whistle on the deadly coronavirus in the early weeks of the outbre
1,RT @guardian: Chinas response to coronavirus exposes a dangerous obsession with secrecy | Jeffrey Wasserstrom https://t.co/FrP5h8bdA9
1,RT @Independent: Hong Kong hospital workers strike for a second day to demand closure of China border amid coronavirus crisis https://t.co/
1,RT @Independent: Hong Kong hospital workers strike for a second day to demand closure of China border amid coronavirus crisis https://t.co/
1,RT @Independent: Hong Kong hospital workers strike for a second day to demand closure of China border amid coronavirus crisis https://t.co/
1,RT @revmahoney: Praying at the Chinese Embassy in Wash DC for those struggling with the coronavirus and their families. Prayer transforms!
1,RT @_dblancog: @DeZurdaTeam @DiazCanelB @marti160patria @SecUJCuba @FeuCuba @UJCuba @gutierrez_onel @rodulfohumberto @neljulger @teleSURtv
1,"RT @10News: Amid coronavirus outbreak, thousands of Hong Kong medical workers strike again, calling for closure of Chinese border https://t"
1,RT @abiaguiar: @DeZurdaTeam @DiazCanelB @marti160patria @SecUJCuba @FeuCuba @UJCuba @gutierrez_onel @rodulfohumberto @neljulger @_dblancog
1,RT @alejandrasuart4: @DeZurdaTeam @DiazCanelB @marti160patria @SecUJCuba @FeuCuba @UJCuba @gutierrez_onel @rodulfohumberto @neljulger @_dbl
1,RT @alfonslopeztena: The political cost of the coronavirus outbreak in Hong Kong  Why anger over the Hong Kong government's handling of th
1,RT @AlmaDelaSierra1: @DeZurdaTeam @DiazCanelB @marti160patria @SecUJCuba @FeuCuba @UJCuba @gutierrez_onel @rodulfohumberto @neljulger @_dbl
1,RT @AlmaDelaSierra1: @DeZurdaTeam @DiazCanelB @marti160patria @SecUJCuba @FeuCuba @UJCuba @gutierrez_onel @rodulfohumberto @neljulger @_dbl
1,RT @AlmaDelaSierra1: @DeZurdaTeam @DiazCanelB @marti160patria @SecUJCuba @FeuCuba @UJCuba @gutierrez_onel @rodulfohumberto @neljulger @_dbl
1,RT @AnakarlaRojas: @DeZurdaTeam @DiazCanelB @marti160patria @SecUJCuba @FeuCuba @UJCuba @gutierrez_onel @rodulfohumberto @neljulger @_dblan
1,RT @AnakarlaRojas: @DeZurdaTeam @DiazCanelB @marti160patria @SecUJCuba @FeuCuba @UJCuba @gutierrez_onel @rodulfohumberto @neljulger @_dblan
1,RT @AnitaFernandex: @DeZurdaTeam @DiazCanelB @marti160patria @SecUJCuba @FeuCuba @UJCuba @gutierrez_onel @rodulfohumberto @neljulger @_dbla
1,RT @Cesar_Gigante: @DeZurdaTeam @DiazCanelB @marti160patria @SecUJCuba @FeuCuba @UJCuba @gutierrez_onel @rodulfohumberto @neljulger @_dblan
1,RT @Cesar_Gigante: @DeZurdaTeam @DiazCanelB @marti160patria @SecUJCuba @FeuCuba @UJCuba @gutierrez_onel @rodulfohumberto @neljulger @_dblan
1,RT @ChuyLianet: @DeZurdaTeam @DiazCanelB @marti160patria @SecUJCuba @FeuCuba @UJCuba @gutierrez_onel @rodulfohumberto @neljulger @_dblancog
1,RT @Dianacuba20191: @DeZurdaTeam @DiazCanelB @marti160patria @SecUJCuba @FeuCuba @UJCuba @gutierrez_onel @rodulfohumberto @neljulger @_dbla
1,RT @Erik32480523: @VictoriaALC @DeZurdaTeam @DiazCanelB @marti160patria @SecUJCuba @FeuCuba @UJCuba @gutierrez_onel @rodulfohumberto @nelju
1,RT @FOCUS_TopNews: China hat nach internationaler Kritik die Erfassungsmethoden fr die Coronavirus-Seuche gendert.   https://t.co/3mvlfvZ
1,RT @kami92rey: @DeZurdaTeam @ESanchezcub @DiazCanelB @marti160patria @SecUJCuba @FeuCuba @UJCuba @gutierrez_onel @rodulfohumberto @neljulge
1,RT @LunaDeAbril2019: @DeZurdaTeam @DiazCanelB @marti160patria @SecUJCuba @FeuCuba @UJCuba @gutierrez_onel @rodulfohumberto @neljulger @_dbl
1,RT @MariaVikiMTZ: @DeZurdaTeam @DiazCanelB @marti160patria @SecUJCuba @FeuCuba @UJCuba @gutierrez_onel @rodulfohumberto @neljulger @_dblanc
1,RT @Montserratte4: @DeZurdaTeam @DiazCanelB @marti160patria @SecUJCuba @FeuCuba @UJCuba @gutierrez_onel @rodulfohumberto @neljulger @_dblan
1,"RT @nytimesworld: More than 2,500 medical workers went on strike  in Hong Kong on Monday, arguing that the city risked a widespread outbrea"
1,RT @PaolaSCruz1990: @DeZurdaTeam @DiazCanelB @marti160patria @SecUJCuba @FeuCuba @UJCuba @gutierrez_onel @rodulfohumberto @neljulger @_dbla
1,"RT @SkyNews: As Hong Kong faces #coronavirus, its citizens are furious that the city's borders are still open. Medics are threatening to st"
1,"RT @TheAtlantic: Growing numbers of people in Hong Kong are joining unions to pressure the authorities to respond to their demands, writes"
1,"RT @WTKR3: #Coronavirus: Thousands of Hong Kong medical workers strike again, calling for closure of Chinese border https://t.co/Zg8lIqyWA8"
1,RT @YohendrisQ: @DeZurdaTeam @DiazCanelB @marti160patria @SecUJCuba @FeuCuba @UJCuba @gutierrez_onel @rodulfohumberto @neljulger @_dblancog
1,@DeZurdaTeam @DiazCanelB @marti160patria @SecUJCuba @FeuCuba @UJCuba @gutierrez_onel @rodulfohumberto @neljulger https://t.co/V2jJwbxYdy
1,"RT @ABCWorldNews: Hundreds of Hong Kong hospital workers went on strike, demanding the government shutter all borders with mainland China a"
1,"RT @ABCWorldNews: Hundreds of Hong Kong hospital workers went on strike, demanding the government shutter all borders with mainland China a"
1,"RT @AFP: Hong Kong medical workers strike, demanding the city close its border with China to reduce the #coronavirus spreading   https://t."
1,RT @estevez_damiana: @DeZurdaTeam @DiazCanelB @marti160patria @SecUJCuba @FeuCuba @UJCuba @gutierrez_onel @rodulfohumberto @neljulger @_dbl
1,RT @Fight4HongKong: #CarrieLam: Government officials are not allowed to wear sanitary masks if they dont have necessity to wear masks.  Go
1,RT @Independent: Hong Kong hospital workers strike for a second day to demand closure of China border amid coronavirus crisis https://t.co/
1,RT @Independent: Hong Kong hospital workers strike for a second day to demand closure of China border amid coronavirus crisis https://t.co/
1,RT @MarioFernndezV2: @DeZurdaTeam @DiazCanelB @marti160patria @SecUJCuba @FeuCuba @UJCuba @gutierrez_onel @rodulfohumberto @neljulger @_dbl
1,"""RT @dwnews: """"The government is useless. They should close all the borders.""""  Tensions are rising in Hong Kong over the spread of the new #c"""
1,"""RT @NPR: One doctor in Hong Kong says he understands why health care workers are protesting as coronavirus has spread from China:   """"We don"""
1,"RT @ABC: Hundreds of Hong Kong hospital workers went on strike, demanding the government shutter all borders with mainland China as the cou"
1,"RT @ABCWorldNews: Hundreds of Hong Kong hospital workers went on strike, demanding the government shutter all borders with mainland China a"
1,"RT @ABCWorldNews: Hundreds of Hong Kong hospital workers went on strike, demanding the government shutter all borders with mainland China a"
1,"RT @annafifield: A person has died of coronavirus in Hong Kong, which is now the second place outside mainland China to report a death. Car"
1,"RT @SkyNews: As Hong Kong faces #coronavirus, its citizens are furious that the city's borders are still open. Medics are threatening to st"
0,@bbcchinese https://t.co/ags5OZtPDw
0,@EggTarTisYummy @mertinsantos @kevinleversee @liampclancy1 @NoelFAquino1 @Chip2chip2 @IamPikon @FDPascual https://t.co/RgzAB2tgQG
0,"RT @10News: Amid coronavirus outbreak, thousands of Hong Kong medical workers strike again, calling for closure of Chinese border https://t"
0,"RT @ABC: Hundreds of Hong Kong hospital workers went on strike, demanding the government shutter all borders with mainland China as the cou"
0,"RT @ABC: Hundreds of Hong Kong hospital workers went on strike, demanding the government shutter all borders with mainland China as the cou"
0,"RT @ABC: Hundreds of Hong Kong hospital workers went on strike, demanding the government shutter all borders with mainland China as the cou"
0,"RT @AFP: Hong Kong medical workers strike, demanding the city close its border with China to reduce the #coronavirus spreading   https://t."
0,RT @alfonslopeztena: Hundreds of Hong Kong medical workers strike to demand the city close its border with China to reduce the coronavirus
0,RT @alfonslopeztena: Hundreds of Hong Kong medical workers strike to demand the city close its border with China to reduce the coronavirus
0,RT @BritishHeraldUK: HONG KONG - Hundreds of medical workers went on strike in Hong Kong on Monday to demand the government shuts the borde
0,RT @ChannelNewsAsia: Hong Kong medical workers strike to urge closure of China border to block virus https://t.co/oR0MxgjvTr https://t.co/0
0,RT @guardian: 'Shameless': outrage in China over handling of coronavirus outbreak https://t.co/mMwegUlyZp
0,RT @Independent: Hong Kong hospital workers strike for a second day to demand closure of China border amid coronavirus crisis https://t.co/
0,RT @japantimes: Hong Kong medical workers strike to urge border closure with mainland China to block virus https://t.co/VDWsZL2RRr
0,RT @MailOnline: Wuhan medic says 'there are many more coronavirus deaths and infections than reported' #coronavirusoutbreak https://t.co/4q
0,"RT @nytimes: In the middle of the coronavirus epidemic, President Xi of China slipped out of public view for an entire week. Some suggested"
0,RT @ReutersChina: Hong Kong reports first coronavirus death as hospital workers escalate strike https://t.co/1b6CMs1M1E https://t.co/ituzxp
0,"RT @SkyNews: As Hong Kong faces #coronavirus, its citizens are furious that the city's borders are still open. Medics are threatening to st"
0,RT @vilmadiazcuba: @DeZurdaTeam @DiazCanelB @marti160patria @SecUJCuba @FeuCuba @UJCuba @gutierrez_onel @rodulfohumberto @neljulger @_dblan
0,"""RT @QuickTake: """"If the government does not speak with us, we can't stop the strike.""""  A Hong Kong medical workers' union continued their st"""
0,"""RT @QuickTake: """"If the government does not speak with us, we can't stop the strike.""""  A Hong Kong medical workers' union continued their st"""
0,"""RT @QuickTake: """"If the government does not speak with us, we can't stop the strike.""""  A Hong Kong medical workers' union continued their st"""
0,@BBCBreaking The risk to the public has not changed.  This is a legal term which we announced this morning as part https://t.co/EEBadYvTHl
0,@DeZurdaTeam @DiazCanelB @marti160patria @SecUJCuba @FeuCuba @UJCuba @gutierrez_onel @rodulfohumberto @neljulger https://t.co/tA5tEvgMCh
0,Possible video of cell phones left from #CoronaVirus deaths... if true its a chilling look at whats going on... https://t.co/vbihmgPpZI
0,"RT @AFP: Hong Kong medical workers strike, demanding the city close its border with China to reduce the #coronavirus spreading   https://t."
0,RT @AJEnglish: Why anger over the Hong Kong government's handling of the #coronavirus outbreak could unite ordinary people across the polit
0,"RT @BDoT128: This some Death Stranding shit RT @DarrenPlymouth: 1.5 million chinese infected with #coronavirus.  50,000 cremated.  https://"
0,RT @estevez_damiana: @DeZurdaTeam @DiazCanelB @marti160patria @SecUJCuba @FeuCuba @UJCuba @gutierrez_onel @rodulfohumberto @neljulger @_dbl
0,RT @faznet: Der chinesische Augenarzt Li #Wenliang wies als einer der ersten auf das #Coronavirus hin und machte auf die Vertuschung der Be
0,RT @Independent: Hong Kong hospital workers strike for a second day to demand closure of China border amid coronavirus crisis https://t.co/
0,RT @IWF: Chinas mishandling of the #coronavirus is now provoking questions abroad about the competence of its rulers and the reliability o
0,RT @KenRoth: One of the first Chinese doctors to warn about the emerging coronavirus outbreak in Wuhan was not only detained for his effort
0,RT @vilmadiazcuba: @DeZurdaTeam @DiazCanelB @marti160patria @SecUJCuba @FeuCuba @UJCuba @gutierrez_onel @rodulfohumberto @neljulger @_dblan
0,"RT @washingtonpost: Facing coronavirus threat, Hong Kong restricts China entry but resists full border closure https://t.co/dOivIDakwU"
0,"RT @AFP: Hong Kong medical workers strike, demanding the city close its border with China to reduce the #coronavirus spreading   https://t."
0,RT @ana_alicia_m2: @DeZurdaTeam @DiazCanelB @marti160patria @SecUJCuba @FeuCuba @UJCuba @gutierrez_onel @rodulfohumberto @neljulger @_dblan
0,RT @BNODesk: Updated charts for coronavirus in China: - Total cases - Total deaths - Daily change in cases - Total recovered https://t.co/d
0,RT @ChannelNewsAsia: Hong Kong medical workers strike to urge closure of China border to block virus https://t.co/oR0MxgjvTr https://t.co/0
0,"RT @cnnphilippines: @CNN Authorities in Wuhan, China, where the coronavirus outbreak began, are building three additional new field hospita"
0,"RT @globalnews: More than 2,000 hospital workers went on strike in Hong Kong -- demanding that the border with mainland China be shut to wa"
0,@Jkylebass @StephenBannon @robert_spalding @BillGertz @MischaEDM @ding_gang @maryann_3040 @JanJekielek https://t.co/q0ChDBd87t
0,@TheWeekly Thanks for interviewing our brave and young generations. Hong Kong police trapped them in the campus. If https://t.co/EEjHLuEop4
0,RT @BritishHeraldUK: HONG KONG - Hundreds of medical workers went on strike in Hong Kong on Monday to demand the government shuts the borde
0,RT @EevaPaavilainen: @OnlyNomaly @zlj517 @MFA_China @AmbCuiTiankai @AmbLiuXiaoMing @xcyale @WHO You can't catch the virus from animals.  Th
0,RT @EevaPaavilainen: @OnlyNomaly @zlj517 @MFA_China @AmbCuiTiankai @AmbLiuXiaoMing @xcyale @WHO You can't catch the virus from animals.  Th
0,"RT @SCMPNews: With their owners unable to return home due to the #coronavirus outbreak, some pets are dying of thirst and hunger. https://t"
0,RT @ScottyMom8: @OnlyNomaly @ShanghaiEye @shanghaiist @Chinamission2un @china @chinaorgcn @WHO #China. A country of great wealth and techno
0,"@cnni During the time of Lunar New Year, the Spring festival of China, a deadly outbreak of the coronavirus has eme https://t.co/zfCYUynyys"
0,@spaceangel1964 Do you want to save yourself and your family from #CoronaOutbreak ? This is probably your best bet: https://t.co/p2RGqo2dzg
0,RT @AJEnglish: Why anger over the Hong Kong government's handling of the #coronavirus outbreak could unite ordinary people across the polit
0,RT @balajis: The #coronavirus has now killed more mainland Chinese than SARS.  This is just the confirmed death toll. The Caijing article g
0,"RT @BloombergAsia: Here's the latest on coronavirus: -Death toll past 560 in China -Mainland now has over 28,000 cases -Japanese PM Abe say"
0,"RT @business: Here's the latest on coronavirus: -China death toll at 1,016 with 42,000 confirmed cases -Hubei province removes top health o"
0,RT @CBSNews: Chinese doctor was warned to keep quiet after sounding the alarm on coronavirus https://t.co/mYB9ZQbVwf https://t.co/8geumJeUiF
0,RT @DarrenPlymouth: Nothing says 21st century Plague like welding people into their homes.  This is happening in #China now.  #coronavirus
0,"RT @frontlinepbs: As the number of cases of the new coronavirus in Hong Kong have continued to rise, so too has the level of anger at the g"
0,"RT @frontlinepbs: As the number of cases of the new coronavirus in Hong Kong have continued to rise, so too has the level of anger at the g"
0,RT @HawleyMO: #China thinks efforts to stop #coronavirus have gone too far? While infections skyrocket and the world is at risk?  https://t
0,"RT @IWV: If there is one thing that Hong Kongs protests have flushed into view, along with Hong Kongs yearning for freedom, it is the Chi"
0,"RT @LouDobbs: Unexplained Spike. China reports nearly 15,000 new cases of the Coronavirus. Its largest single day increase to date. #MAGA"
0,"RT @MailOnline: 2,400 medical workers go on strike in Hong Kong to demand the government shuts its border with China to stop #coronavirus h"
0,"RT @TheAtlantic: Growing numbers of people in Hong Kong are joining unions to pressure the authorities to respond to their demands, writes"
0,"RT @THR: As cases of the coronavirus continue to climb in China, most of the country's leading film studios have already canceled their Ber"
0,"#BREAKING #Yunnan confirms  1 more #coronavirus case, new total is 155, suspected 100 - Yunnan Health and Health Commission @BNODesk"
0,"RT @frontlinepbs: As the number of cases of the new coronavirus in Hong Kong have continued to rise, so too has the level of anger at the g"
0,"RT @frontlinepbs: As the number of cases of the new coronavirus in Hong Kong have continued to rise, so too has the level of anger at the g"
0,RT @HawleyMO: #China thinks efforts to stop #coronavirus have gone too far? While infections skyrocket and the world is at risk?  https://t
0,"RT @howroute: Hainan Province, China - police are checking cell phones and arresting people for posting the truth about #coronavirus outbre"
0,RT @Independent: Hong Kong hospital workers strike for a second day to demand closure of China border amid coronavirus crisis https://t.co/
0,RT @nytimes: Dr. Li Wenliang warned colleagues weeks ago about what would become the coronavirus outbreak and was censured by police in Wuh
0,RT @PneumoniaWuhan: Expert: No hard proof of aerosol transmission https://t.co/0qV7T63JAO #wuhanpneumonia #coronavirus #nCoV2019 https://t.
0,"RT @S_Rabinovitch: I've updated this chart tracking the spread of the Wuhan coronavirus in China, relative to different scenarios. Can clea"
0,RT @thehill: JUST IN Chinese doctor who was detained after warning of coronavirus dies after contracting it https://t.co/EK5K5Uad2F https:/
0,"@ChinaDaily China #CCP Lies.  Wuhan doctor's conversation leaked: Emergency ward becomes mortuary, nobody handles https://t.co/FJiObZNVNH"
0,"@TheEconomist The latest coronavirus cases as of today:  source: WHO, CDC chart: https://t.co/4IGC9GzgEG https://t.co/cXFiCoJuCv"
0,"RT @AFP: @WHO #UPDATE The death toll from the novel #coronavirus outbreak surged past 1,000 in China on Tuesday as the head of the World He"
0,RT @AmandadeCuba1: @DeZurdaTeam @DiazCanelB @marti160patria @SecUJCuba @FeuCuba @UJCuba @gutierrez_onel @rodulfohumberto @neljulger @_dblan
0,"RT @BoycottHegemony: When the chief of @who praised China for their effort and transparency to help stopping the spread of #coronavirus , w"
0,RT @Deadpreacher: I need me a new lighter. A tip to prevent yourself from getting infected.  #coronavirus  https://t.co/8yUCj2d4Ht
0,RT @GreysGomez3: @DeZurdaTeam @DiazCanelB @marti160patria @SecUJCuba @FeuCuba @UJCuba @gutierrez_onel @rodulfohumberto @neljulger @_dblanco
0,RT @jennablan: TWO WEEKS AT SEA: Cruise ship shunned over coronavirus fears arrives in Cambodia https://t.co/rLQvRLBJpX
0,RT @LAdrianog5: @DeZurdaTeam @DiazCanelB @marti160patria @SecUJCuba @FeuCuba @UJCuba @gutierrez_onel @rodulfohumberto @neljulger @_dblancog
0,"RT @MailOnline: 2,400 medical workers go on strike in Hong Kong to demand the government shuts its border with China to stop #coronavirus h"
0,"RT @newsbreakph: Beyond being tagged as ground zero of the latest #coronavirus outbreak, what else do we need to know about China's Wuhan C"
0,"""Tencent's """"Epidemic Situation Tracker"""" briefly showed confirmed coronavirus cases as of Feb 1 at 154,023, 10 times https://t.co/3w8uSqVFbB"""
0,@CNN infectious diseases typically look more severe when theyre first discovered. See What virologists say about C https://t.co/RDshez50iO
0,@DailySabah My herbal mixture research for the cure of coronavirus is 85% complete but I need alots of support in my research
0,"RT @annafifield: A person has died of coronavirus in Hong Kong, which is now the second place outside mainland China to report a death. Car"
0,"RT @cnni: Malaysian health officials have confirmed an additional case of the Wuhan coronavirus, bringing the country's total to 17. https:"
0,RT @FrankPallone: Beijings lack of transparency is a major reason why public anger is increasing in China over the handling of coronavirus
0,RT @The_World_Is_Y: #coronavirus  #chinaflu  #ChinaVirus  #coronaviruschina  #coronavirusuk  #Coronavirusgermany     https://t.co/nAnWqR
0,@BBCWorld Chinese Voice of the #coronavirus  #CCP https://t.co/8booH0M8m1
0,"@caijingxiang Best way for coronavirus prevention: wash hand, face, inside nose &amp; mouth with water regularly as Mus https://t.co/LCWImx364K"
0,@IsChinar How to be secure for coronavirus? https://t.co/7F27eP0La7
0,Recovery rate. China: 10.94% Recovery rate. Outside of China: 13.6% #coronavirus #COVID19 #Wuhan #Epidemic #Breaking
0,"RT @DHSCgovuk: Four further patients in England have tested positive for #coronavirus, bringing the total number of cases in the UK to eigh"
0,"RT @EmbaixadaChina: 1/3 | Ontem em conversa com @lhmandetta e @ernestofaraujo sobre o combate da comunidade internacional ao coronavrus, @"
0,RT @g_nishiyama:  # https://t.co/Kr8C7TyX8F
0,RT @hontounokotoga1: Coronavirus9 virus9 Journal of Ho
0,RT @IWF: Chinas mishandling of the coronavirus is now provoking questions abroad about the competence of its rulers and the reliability of
0,"RT @MailOnline: 2,400 medical workers go on strike in Hong Kong to demand the government shuts its border with China to stop #coronavirus h"
0,"""RT @ZonaEducApure: #Hoy || Estudiantes de EP Avelina Duarte, reciben charla alusiva al """"Coronavirus"""" impartida por la enfermera de CECOPRO"""
0,"RT @business: Here's the latest on coronavirus: -China death toll at 1,016 with 42,000 confirmed cases -Hubei province removes top health o"
0,RT @ChalecosAmarill:  #CoronaVirus  Japn pone en cuarentena un crucero con 3.500 personas por un caso del coronavirus https://t.co/JM
0,RT @guardianworld: Uighurs in exile fear spread of coronavirus in China's internment camps https://t.co/oZsQLe5rAe
0,RT @KICKINGASS2016: Thread by @BenKTallmadge: The Sudden Death of Canada's First Coronavirus Biosafety Level 4 Lab Director General - Was D
0,[EXCLUSIVA] #ENMundo No se lo deseo a nadie: la experiencia de un venezolano en Wuhan durante la crisis por el co https://t.co/LZNCiJYF87
0,@CrushTheStreet #SARS 2.0 #Coronavirus #2019nCov #cruiseship #DiamondPrincess https://t.co/SYsCBd8sZ8
0,RT @alvertoas: China confirma que el coronavirus is airborne  https://t.co/00xXvfS7dC
0,"RT @AskAnshul: Coronavirus:  China is facing shortage of masks &amp; gloves  To help China, India has lifted ban on export of personal protecti"
0,RT @helene_wpli: Race to #coronoavirus vaccines Breakthrough by  scientists+ latest updates #nCoV #Coronovirus   https://t.co/2emKRVOHO
0,@_10kanee @spectatorindex BREAKING: Coronavirus death toll passes 900
0,| Asignan cinco hospitales para diagnstico de #coronavirus en Mxico.   #NotimexTV https://t.co/ENS2jX5Swy
0,"Min. @AlvaradoC_MPPS: En Venezuela, se han activado todas las recomendaciones hechas por la OMS, entre las cuales s https://t.co/M4HXkosXkv"
0,"RT @gustavoviloriar: El ministro @AlvaradoC_MPPS, inform que en Venezuela se iniciaron las  acciones para identificacin de posibles sospe"
0,"RT @QAnonNotables: Dr. Francis Boyle, drafter of the Biological Weapons Act and professor of international law at the University of Illinoi"
0,RT @sehof: The censorship instructions with regards to the death of Li Wenliang have been leaked to China Digital Times. https://t.co/CAZ0C
0,Africans in Wuhan - Homesick and Fearful of Coronavirus https://t.co/vH2BRvU4GJ #Africa #Coronavirus #Wuhan https://t.co/sGfEXK3FRF
0,RT @NomenChanX: @ReutersWorld Amazon se retira de una importante conferencia de telecomunicaciones de Barcelona sobre coronavirus
0,RT @raythemouse: Does this image show scale of China's coronavirus cremations? https://t.co/x6yS8iQvit via @MailOnline
0,RT @ReutersBiz: Amazon withdraws from Barcelona's Mobile World Congress tech conference over coronavirus - El Mundo https://t.co/5dg6gR6pAM
0,"RT @siva217: Watch @AgendaFreeTV's broadcast: China Coronavirus: 1,115 Dead, 45,176 Cases - LIVE BREAKING NEWS COVERAGE  https://t.co/oJugU"
0,"RT @willian18410696: @NicolasMaduro @ConCiliaFlores Venezuela Urgente- Invasion Inminente, CoronaVirus Falso Positivo De Dis... https://t.c"
